goodreads_book_id,tag_id,count
37298,30574,2590
37300,30574,2794
37301,30574,2347
37303,30574,2528
37304,30574,5173
37338,30574,3428
37380,30574,3691
37380,8717,2270
37398,30574,12025
37415,30574,113297
37415,7457,3838
37415,11743,3380
37415,8717,3105
37415,11557,2032
37426,30574,4152
37435,30574,286899
37435,11743,6543
37435,8717,5240
37435,11557,4387
37435,14487,2035
37442,11557,2724
37442,30574,2255
37470,30574,93766
37470,14487,7515
37470,8717,2566
37470,11557,2236
37470,11743,2081
37526,30574,13775
37586,30574,3618
37677,30574,10274
37732,30574,40341
37738,30574,8916
37739,30574,5008
37741,30574,12073
37743,30574,26031
37781,11743,3951
37781,7457,2941
37793,23743,2694
37847,30574,3284
38030,30574,6540
38169,30574,13414
38210,30574,11592
38262,30574,20261
38296,30574,34663
38296,7457,2311
38315,30574,8592
38412,30574,14050
38447,30574,348218
38447,8717,47919
38447,11743,9562
38447,11557,8766
38447,7457,5711
38447,10059,4726
38447,10064,4343
38447,26837,3930
38447,26771,2483
38447,11665,2169
38462,30574,33641
38500,30574,24706
38501,30574,2770
38502,30574,12651
38503,30574,3164
38505,30574,2480
38562,30574,4182
38568,30574,6704
38619,30574,65461
38619,31617,3751
38619,11305,2511
38709,30574,6876
38709,33114,4277
38709,11743,3049
38709,8717,2837
38723,30574,12435
38743,30574,9751
38787,30574,5371
38980,33114,2666
38990,30574,61508
38990,13561,3839
38990,13547,2079
39020,30574,29411
39020,14552,2801
39026,30574,4723
39030,30574,5915
39031,30574,3845
39032,30574,2711
39045,30574,3420
39542,30574,38452
39662,30574,53872
39664,30574,7404
39799,30574,4311
39916,30574,7028
39963,30574,2093
39980,30574,2255
39988,30574,2334
39999,30574,182087
39999,8717,4078
39999,14487,3844
39999,11557,2395
40067,30574,13726
40102,8717,10056
40102,30574,9960
40102,21689,6003
40102,24526,2475
40102,21773,2325
40158,30574,14859
40158,11305,2176
40159,30574,13384
40168,30574,16406
40173,30574,55666
40189,30574,21874
40200,30574,23366
40217,30574,4327
40289,30574,6841
40317,30574,11636
40320,30574,5073
40329,30574,5002
40331,30574,4831
40395,30574,26720
40395,8717,3034
40425,30574,2061
40440,30574,72070
40440,11743,3617
40440,11557,2809
40440,20939,2613
40465,30574,6369
40470,30574,12024
40471,30574,7838
40482,30574,2627
40496,30574,3326
40526,30574,10403
40722,30574,3367
40745,30574,6069
40923,30574,21613
40929,30574,61196
40992,30574,10559
41069,30574,14334
41193,30574,10351
41219,30574,44672
41424,30574,5239
41502,30574,3586
41667,30574,17169
41689,30574,7036
41701,30574,4136
41706,30574,2542
41707,30574,3672
41716,30574,5363
41804,26771,3795
41804,30574,2545
41810,30574,4152
41811,30574,2348
41811,26837,2312
41820,30574,2277
41821,30574,5896
41865,33114,16446
41865,11305,14288
41865,11557,11782
41865,31745,7438
41865,32989,6533
41865,11743,6298
41865,30574,6085
41865,22973,5180
41865,5207,4899
41865,31723,2766
41865,31372,2477
41865,22983,2039
41913,30574,29711
41918,30574,3724
41950,30574,2367
41967,30574,3421
42038,30574,46461
42038,23831,2685
42058,30574,13985
42149,30574,38484
42155,30574,18285
42156,30574,75796
42172,30574,17647
42369,30574,3753
42389,30574,42984
42432,30574,5000
42435,30574,12899
42512,30574,9731
42603,30574,26000
42607,30574,27379
42607,7457,2234
42661,30574,2272
42692,30574,5676
42696,30574,6015
42697,30574,15815
42898,30574,7851
42899,30574,147190
42899,26138,3121
42899,22973,3059
42899,31745,2881
42899,11557,2676
42899,8717,2662
42899,22983,2657
42900,30574,10945
42900,22973,2253
42900,22983,2117
42909,30574,3979
42933,30574,8424
42986,30574,7415
43015,30574,90229
43015,8717,2242
43035,7457,2945
43037,30574,3226
43070,30574,23000
43324,30574,5758
43325,30574,3925
43327,30574,2305
43328,30574,7535
43342,30574,3287
43345,30574,2567
43369,30574,8382
43369,21689,2106
43448,30574,44015
43448,8717,2039
43545,30574,6971
43615,30574,25516
43615,11305,8723
43615,11743,2935
43615,28663,2641
43615,14821,2483
43615,11557,2249
43641,30574,44563
43641,8717,3245
43739,30574,4425
43758,30574,3644
43763,30574,19457
43763,11305,2023
43780,30574,3721
43781,30574,2757
43782,30574,3683
43798,30574,2120
43805,30574,6316
43808,30574,5894
43814,30574,28860
43814,14821,2443
43814,11305,2049
43818,30574,2063
43841,30574,15206
43884,30574,4856
43886,30574,7892
43887,30574,10324
43887,11305,2383
43889,30574,54599
43889,11305,8032
43889,8717,2923
43892,30574,8711
43892,11305,3919
43893,30574,2138
43908,30574,4186
43915,30574,3266
43916,30574,11354
43916,11305,2479
43917,30574,2526
43926,30574,3355
43927,30574,2147
43928,30574,12854
43929,30574,4201
43930,30574,3883
43932,30574,3941
43933,30574,39442
43992,30574,4857
43993,30574,3875
44001,30574,8057
44170,30574,13970
44170,11305,2280
44184,30574,18327
44186,30574,6269
44360,30574,5244
44361,30574,6244
44399,30574,2090
44543,30574,7622
44597,30574,2244
44644,30574,10724
44652,30574,8488
44659,30574,23199
44659,11305,5296
44660,30574,2410
44687,30574,7677
44687,11305,4026
44688,30574,8052
44688,11305,4248
44905,30574,12857
45020,30574,12230
45032,30574,113411
45032,8717,5249
45032,11743,2704
45100,30574,20746
45100,11305,3982
45101,11305,3019
45102,30574,8861
45102,11305,2956
45106,30574,2845
45107,30574,8006
45109,30574,8534
45109,11305,3305
45110,30574,5914
45181,30574,12059
45195,30574,2675
45220,30574,22897
45234,30574,8949
45244,30574,4583
45245,30574,3209
45252,30574,20604
45260,30574,3226
45369,30574,7790
45546,30574,5964
45685,8717,2540
45974,30574,3146
45978,30574,2347
46012,30574,10995
46164,8717,4138
46164,7457,2574
46165,30574,2094
46170,7457,4168
46170,30574,3663
46170,11743,2831
46190,30574,30840
46191,30574,16267
46201,30574,11523
46202,30574,8355
46202,11305,2347
46227,30574,4842
46349,30574,7368
46438,30574,5315
46601,30574,8731
46654,30574,13537
46656,30574,3293
46661,30574,7229
46677,30574,31308
46755,30574,6616
46756,8717,4181
46756,11743,3179
46756,26837,2562
46756,11557,2211
46777,30574,50383
46777,11305,2366
46787,8717,7445
46787,7457,5073
46787,30574,3192
46787,11743,2046
46799,30574,3992
46913,30574,2300
46917,30574,2780
46945,30574,20968
47021,30574,42110
47021,7457,4126
47021,23743,2572
47212,30574,8405
47212,11305,8018
47212,31617,4744
47212,8717,2958
47212,20939,2011
47281,30574,5531
47345,30574,2453
47401,30574,7629
47520,30574,20019
47520,11305,2490
47558,30574,29039
47559,30574,28072
47613,30574,11836
47619,30574,4250
47624,30574,21771
47624,11305,4707
47697,30574,5328
47701,30574,3781
47720,30574,8082
47730,30574,7539
47878,30574,3186
47881,30574,2915
47944,30574,18661
47956,30574,20422
47956,11305,2806
47957,30574,3588
47989,30574,2571
47990,30574,5596
47994,30574,5266
47994,11305,2872
48002,30574,11394
48002,11305,3373
48019,30574,11810
48037,30574,26691
48132,30574,16119
48183,30574,7827
48304,30574,22118
48328,30574,46024
48467,30574,11705
48484,30574,15747
48697,30574,5490
48757,30574,53145
48758,30574,8577
48834,30574,31203
48855,21689,11202
48855,7457,10919
48855,14552,4359
48855,4605,4256
48855,30574,3945
48855,21773,3817
48855,19733,2765
48862,30574,9502
48974,30574,4766
49006,30574,2026
49011,30574,26902
49041,30574,79441
49041,33114,12552
49041,11305,10301
49041,26138,6697
49041,8717,6421
49041,31745,6194
49041,11557,5859
49041,32989,4728
49041,11743,4263
49041,5207,4246
49041,22973,4063
49041,27199,2945
49041,22743,2554
49041,31723,2339
49176,30574,2845
49251,30574,8136
49322,30574,2710
49350,30574,4055
49353,30574,6873
49436,30574,171855
49436,8717,5220
49436,21689,3651
49465,30574,46500
49540,30574,31952
49596,30574,2249
49628,30574,15487
49628,11557,3598
49750,8717,12215
49750,33114,5496
49750,30574,3570
49750,11557,2996
49750,32989,2813
49750,5207,2482
50001,30574,6722
50027,30574,9792
50033,30574,2873
50039,30574,19293
50091,30574,3698
50140,30574,4758
50275,30574,7239
50365,30574,48908
50398,30574,120628
50398,7457,11122
50398,8717,5322
50398,11743,2854
50453,30574,5672
50695,30574,4855
50750,30574,3836
50798,7457,2028
50833,30574,25620
50930,30574,2990
50937,30574,52642
51019,30574,14711
51070,30574,9183
51078,30574,6511
51113,30574,15308
51114,30574,5242
51299,30574,20137
51362,30574,2866
51370,30574,2828
51428,30574,27633
51428,11305,2424
51428,33114,2295
51496,30574,134664
51496,7457,8292
51496,8717,3298
51496,11743,2848
51496,14821,2705
51497,30574,31204
51606,30574,25838
51715,30574,4615
51737,30574,111676
51737,11557,3444
51737,33114,2913
51738,30574,2722
51738,33114,2654
51740,30574,9309
51799,30574,22988
51893,30574,3045
51964,30574,51799
51964,26837,3683
51964,26771,2918
51985,30574,16666
52036,30574,166101
52036,8717,13918
52036,7457,4693
52036,11743,4490
52036,11557,3641
52036,23471,2248
52258,30574,5099
52318,30574,13349
52357,30574,55448
52357,7457,5997
52357,23831,3273
52372,30574,14876
52397,30574,13883
52471,30574,3078
52529,30574,110999
52529,8717,8667
52588,30574,10452
52629,30574,3277
52635,30574,4863
52640,30574,7525
52783,30574,3558
52872,30574,5339
52873,30574,5736
53022,30574,30446
53022,23831,2158
53061,30574,14802
53064,30574,9170
53168,30574,2371
53200,30574,3281
53343,30574,7109
53413,30574,28458
53413,8717,2966
53496,30574,25500
53498,30574,12739
53580,30574,4009
53625,30574,3664
53645,30574,14911
53764,30574,13370
53817,30574,29533
53834,30574,2385
53835,7457,4481
54479,30574,54195
54479,7457,4561
54479,8717,3852
54499,30574,33325
54529,30574,12826
54539,30574,20911
54539,7457,2504
54620,30574,3973
54666,30574,7864
54984,30574,4549
55022,30574,10101
55030,30574,32028
55030,8717,4089
55030,26816,3229
55229,30574,5264
55352,30574,3468
55398,30574,9136
55399,30574,2205
55401,30574,10859
55401,11305,2562
55403,30574,20002
56034,30574,6524
56073,30574,8884
56157,30574,2038
56353,30574,11131
56373,30574,13667
56405,30574,21991
56454,30574,13100
56465,30574,16652
56480,30574,9303
56495,30574,73321
56495,8717,4955
56594,30574,8403
56616,30574,10203
56627,30574,3476
56634,30574,8366
56674,30574,11553
56728,30574,11608
56759,30574,21329
56842,30574,12248
56899,30574,4380
56912,30574,13470
56913,30574,14648
57727,30574,10674
57736,30574,5850
57913,30574,9581
58027,30574,31954
58098,30574,2775
58345,30574,62296
58345,7457,4249
58345,11743,2189
58547,30574,13497
58696,7457,6203
58696,30574,4076
58696,11743,2136
58728,30574,6305
58889,30574,9964
58889,11305,2322
58893,30574,3709
58894,30574,3728
58922,30574,11493
59091,30574,7340
59219,30574,29053
59263,30574,15771
59263,11305,2883
59715,30574,2379
59716,7457,3400
59716,11743,2381
59780,30574,9457
59810,30574,10839
59813,30574,5138
59821,30574,5070
59822,30574,5833
59825,30574,3895
59829,30574,23487
59830,30574,6028
59960,30574,6830
59960,13561,3056
59969,30574,4762
59980,30574,3633
60057,30574,4467
60211,30574,18592
60220,30574,2809
60223,30574,2663
60400,30574,3419
60431,30574,29680
60471,30574,5462
60510,30574,19818
60510,11305,2579
60510,33114,2213
60551,30574,16314
60748,30574,25555
60792,30574,18922
60925,30574,11065
60929,30574,8801
60931,30574,38489
60932,30574,8750
60935,30574,8622
60937,30574,4752
61115,30574,19104
61179,30574,16018
61179,26837,2734
61329,30574,18940
61535,30574,5399
61535,21689,2336
61549,30574,10219
61663,30574,40510
61665,30574,14372
61666,30574,57469
61666,26837,2151
61794,30574,2448
61886,30574,20183
61886,11305,2995
61903,30574,8203
61904,30574,6035
61905,30574,3000
61909,30574,2233
61915,30574,6189
61938,30574,2174
61942,30574,3082
61975,30574,38744
61975,11305,4846
62012,30574,2022
62103,30574,4186
62111,30574,23945
62233,30574,4377
62291,30574,128061
62291,11305,22080
62291,8717,17881
62291,11557,9069
62291,11743,4374
62446,30574,38141
62446,7457,2678
62530,30574,6907
62530,11305,3455
62571,30574,5352
62953,30574,43060
62953,13561,2528
63032,30574,34626
63032,8717,3171
63033,30574,9380
63033,8717,2611
63432,30574,2601
63689,30574,4025
63697,30574,10760
63697,21689,3412
63697,24526,2027
63720,30574,2380
63832,30574,7559
64023,30574,2416
64081,30574,3768
64216,30574,16468
64216,11305,2159
64217,30574,5468
64222,30574,20914
64222,11305,4376
64394,30574,2454
64401,30574,5579
64481,30574,5635
64582,30574,2801
64666,30574,3921
64732,30574,4653
64794,30574,3233
64854,30574,6845
64860,30574,3418
64862,30574,4739
64863,30574,40709
64863,20939,2571
64864,30574,4936
64865,30574,5605
64895,30574,10716
64955,30574,2386
65070,30574,6070
65110,30574,15965
65111,30574,23137
65112,30574,5665
65113,30574,5091
65118,30574,11054
65119,30574,5335
65336,30574,8752
65399,30574,7603
65497,30574,9797
65641,11305,7969
65641,11743,2088
65641,7457,2020
65684,30574,5256
66354,30574,8318
66354,8717,3526
66370,30574,6441
66470,30574,3420
66559,30574,45317
66559,20939,3002
66559,11743,2667
66559,11557,2408
66655,30574,9711
66676,30574,2235
66693,30574,3748
66695,30574,5213
66695,11305,2354
67035,30574,29373
67238,30574,6613
67513,30574,4659
67657,30574,6320
67863,30574,6008
67920,30574,54274
67931,30574,7188
68210,30574,3331
68210,8717,2973
68210,11743,2362
68380,30574,3151
68396,30574,2002
68418,30574,2474
68427,30574,12517
68428,30574,31906
68428,11305,15166
68428,11557,5818
68429,11305,9742
68429,30574,6181
68487,30574,19984
68487,11305,6459
68488,30574,18986
68488,11305,3790
68494,30574,37305
68494,11305,2844
68520,30574,19767
68524,30574,4279
68527,30574,4040
68528,30574,7243
68531,30574,2680
68591,30574,21467
68591,8717,2079
68783,30574,19872
68811,30574,2367
68930,30574,4934
68984,30574,10594
68984,8717,3068
68985,30574,4318
69136,30574,62456
69136,11305,2978
69242,30574,25103
69392,30574,16924
69477,30574,7333
69571,30574,5307
70241,30574,15139
70287,30574,17795
70401,30574,155810
70401,8717,11466
70401,7457,4224
70401,11743,3840
70401,11557,2620
70535,30574,95003
70535,26837,4276
70535,26771,3211
70539,30574,5521
71252,30574,11721
71332,30574,22595
71622,30574,8661
71728,30574,2926
71776,30574,13027
71784,30574,2368
71787,30574,2303
71811,31617,4100
71811,11305,2793
71811,22973,2232
71811,11557,2070
71823,30574,2628
71863,30574,4044
71864,30574,4599
71865,30574,16386
71867,30574,4206
71869,30574,4161
71870,30574,4022
71984,30574,13104
72003,30574,2182
72148,30574,2294
72159,30574,25308
72223,30574,49835
72536,30574,44229
72623,30574,6278
72657,30574,6030
72659,30574,3044
72854,30574,33568
72929,30574,13950
73051,30574,2222
73062,30574,8454
73064,30574,5770
73070,30574,32603
73080,30574,4975
73084,30574,2696
73089,30574,8449
73095,30574,6021
73184,30574,16859
73186,30574,17054
73385,30574,5124
73864,30574,8178
73906,30574,2054
73960,30574,10985
74033,30574,2814
74036,30574,3360
74169,30574,11152
74270,30574,16066
74389,30574,2486
74406,30574,5976
74462,30574,7132
74532,30574,3428
74731,30574,7099
74812,30574,12336
74821,30574,2835
74824,30574,4355
74998,30574,2413
75020,30574,7618
75024,30574,6245
76104,30574,13539
76179,30574,7698
76237,30574,2169
76334,30574,10486
76334,8717,5854
76401,30574,6137
76620,30574,136158
76620,7457,4556
76620,8717,4276
76620,11557,4165
76620,11743,3996
76620,11305,3800
76658,30574,8714
76659,30574,2291
76661,30574,2286
76664,30574,8457
76664,11305,2503
76679,30574,2554
76683,30574,15603
76683,26837,2175
76706,30574,4556
76778,30574,74299
76778,26837,4135
76778,26771,2985
76778,8717,2019
76867,30574,2091
76889,30574,33620
77013,30574,94287
77013,7457,3324
77013,8717,2505
77013,11743,2370
77103,30574,14523
77142,30574,38678
77142,11743,2107
77160,30574,10130
77161,30574,3254
77163,30574,10618
77203,11557,12736
77203,11743,11711
77203,30574,6342
77203,14487,3741
77203,5207,2053
77262,30574,5991
77270,30574,36133
77270,8717,2811
77270,7457,2237
77276,30574,18537
77276,11305,2099
77281,30574,3619
77295,30574,3966
77366,30574,11001
77368,30574,8324
77390,7457,2896
77392,7457,2287
77394,30574,15385
77398,30574,6204
77427,30574,2099
77430,30574,2875
77449,30574,25770
77477,30574,4251
77504,30574,9440
77505,30574,9517
77507,30574,31632
77507,8717,2332
77507,26837,2143
77554,30574,7612
77565,30574,15639
77565,26837,2033
77566,30574,10989
77566,26771,3356
77661,30574,2795
77699,30574,4575
77711,30574,31136
77727,30574,29011
77767,30574,3119
77770,30574,5785
77773,30574,20399
77786,30574,3286
77866,30574,2065
77995,30574,3932
78039,30574,3724
78129,30574,81302
78129,8717,3414
78131,30574,2021
78408,30574,6269
78411,30574,34557
78418,30574,6232
78427,30574,9585
78433,8717,3331
78433,11743,2814
78508,30574,24831
78629,30574,3088
78728,30574,8122
78876,30574,9198
78876,11305,3168
78950,30574,15516
78960,30574,7348
78970,30574,3991
78971,30574,3264
78972,30574,2340
78982,30574,8693
78983,30574,21949
78987,30574,6464
79121,30574,7743
79257,30574,14498
79378,30574,2823
79379,30574,3335
79421,30574,2930
79422,30574,3533
79426,30574,2993
79705,30574,4983
79790,30574,21592
79834,30574,13103
79879,30574,3180
79885,30574,39427
80369,30574,23894
80534,30574,17894
80566,30574,10351
80568,30574,10906
80570,30574,10876
80616,30574,14285
80631,30574,3483
80642,30574,12632
80660,30574,3368
80674,30574,5370
80834,30574,9523
80890,30574,18428
81227,30574,3439
81939,30574,4015
81959,30574,2147
82192,30574,6184
82192,11305,2139
82434,30574,2230
82436,30574,8207
82553,30574,4149
82748,30574,23569
82751,30574,11951
82780,30574,8233
82970,30574,41320
83083,30574,4173
83144,30574,4322
83144,11557,2106
83369,30574,59785
83369,8717,2470
83539,30574,6414
83674,30574,10899
84052,30574,3308
84054,30574,2529
84119,11305,8813
84119,7457,2349
84119,11743,2339
84119,11557,2041
84132,30574,2148
84133,30574,2512
84135,30574,6625
84136,30574,6434
84139,30574,2290
84140,30574,3338
84142,30574,7898
84144,30574,8072
84145,30574,2737
84146,30574,2981
84151,30574,2291
84351,30574,8149
84369,11743,2024
84525,30574,5480
84552,30574,6596
84699,30574,8299
84842,30574,4226
84844,30574,3242
84927,30574,10074
84981,30574,47071
84981,11305,2269
85301,30574,13274
85306,30574,2735
85310,30574,2615
85321,30574,2929
85379,30574,4678
85386,30574,34433
85391,30574,7840
85425,30574,8736
85431,30574,22317
85437,30574,7299
85443,30574,2065
85448,30574,2702
85459,30574,7503
85622,30574,24790
85679,30574,4535
85733,30574,2442
85958,30574,5533
85989,30574,2996
85990,11305,2594
85993,30574,6891
86147,30574,16867
86172,30574,4176
86321,30574,5193
86524,30574,15163
86525,30574,3556
86643,30574,2434
86663,30574,3551
87220,30574,2089
87280,30574,3758
87640,30574,5730
88061,30574,14166
88072,30574,3484
88077,30574,43783
88077,8717,2638
88442,30574,2292
88815,30574,6993
89185,30574,5986
89186,30574,2385
89187,30574,20980
89190,30574,4946
89195,30574,3301
89284,30574,7120
89369,30574,2143
89375,30574,9271
89399,30574,8751
89656,30574,4999
89691,30574,5729
89716,30574,3010
89717,30574,16670
89723,30574,23075
89724,30574,75298
89724,14821,2112
89731,30574,6650
89788,30574,7311
90192,30574,16765
90420,30574,5230
91017,30574,15079
91201,30574,3775
91244,30574,15850
91247,30574,2982
91248,30574,3902
91249,30574,2406
91357,30574,14690
91440,30574,8202
91475,30574,5322
91475,11305,2923
91476,30574,12382
91476,11305,4334
91476,31617,3247
91477,30574,13914
91477,11305,5041
91477,31617,3607
91478,30574,5123
91478,31617,2986
91479,30574,11957
91479,11305,3475
91479,31617,2792
91582,30574,7294
91661,20939,2805
91714,30574,5327
91760,30574,67676
91981,30574,12487
91989,30574,5605
91989,11305,2231
92057,30574,33656
92121,30574,21911
92121,11305,2716
92147,30574,16853
92160,30574,18056
92227,30574,7968
92254,30574,5037
92303,30574,108670
92303,7457,6537
92303,23743,3868
92303,11557,2787
92307,30574,38406
92308,30574,21756
92364,30574,28739
92367,30574,2592
92371,30574,3019
92375,30574,2603
92517,30574,28108
92517,23743,2674
92780,30574,3263
92846,30574,2241
92855,30574,11693
92956,30574,3385
93007,30574,20154
93263,30574,17763
93269,30574,19054
93371,30574,11463
93426,30574,56019
93453,30574,4986
93722,30574,5227
93723,30574,9444
93728,30574,9645
93729,30574,8645
93731,30574,2935
93768,30574,2723
93788,30574,3326
93794,30574,7104
93795,30574,3053
93796,30574,3738
93797,30574,6893
93801,30574,3705
93808,30574,4599
94064,30574,9843
94319,30574,6982
94510,30574,7446
94799,30574,9529
95144,30574,4069
95186,30574,24667
95420,30574,3909
95431,30574,28029
95558,30574,32718
95607,30574,4675
95608,30574,2830
95619,30574,4692
95621,30574,4784
95622,30574,9359
95643,30574,4529
95658,30574,3038
95659,30574,2831
95708,30574,16584
95747,30574,22948
95819,30574,31951
95887,30574,9003
96081,30574,2686
96082,30574,2383
96123,30574,22615
96259,30574,21447
96358,30574,25449
96358,7778,3878
96358,13561,3189
96463,30574,2677
96472,30574,5366
96593,30574,2730
96642,30574,2813
96647,30574,12033
96702,30574,6164
96884,30574,24038
97084,30574,8780
97408,30574,5973
97782,30574,20129
97860,30574,6065
97875,30574,5771
97898,30574,4560
98048,30574,2241
98233,30574,4458
98250,30574,5840
98405,30574,2259
98427,30574,2848
98573,30574,17081
98685,30574,20651
98687,30574,16495
98920,30574,19929
99085,30574,14614
99107,30574,8715
99110,30574,5132
99111,30574,7515
99208,30574,5854
99219,30574,4199
99245,30574,10146
99296,30574,3101
99297,30574,18081
99300,30574,26004
99315,30574,31490
99329,30574,22374
99383,30574,5016
99461,30574,2422
99561,11557,15971
99561,33114,9825
99561,30574,6920
99561,32989,4713
99561,5207,3993
99561,11743,3372
99561,8055,3108
99561,22743,2324
99610,30574,3250
99664,30574,22023
99894,30574,6784
100247,30574,8961
100322,30574,11114
100365,30574,21745
100464,30574,8102
100476,30574,7303
100915,11305,19280
100915,30574,13571
100915,7457,7012
100915,11557,6789
100915,11743,5422
100915,33114,3832
100915,6953,3053
100915,6857,2032
100924,30574,2117
101094,30574,4812
101249,30574,23061
101255,30574,2163
101299,30574,45781
101299,11743,2285
101869,30574,9838
101911,30574,8509
102324,30574,14063
102327,30574,9000
102439,30574,4915
102458,30574,34593
102459,30574,2652
102461,30574,2864
102733,30574,4756
102868,30574,88365
102868,8717,5472
102868,7457,4550
102868,20939,4066
102868,11743,2025
102920,30574,71231
102957,30574,2324
103111,30574,5910
103159,30574,16495
103610,30574,10960
103815,30574,5841
103983,30574,2787
104089,30574,35542
104089,11305,3631
104189,30574,4479
104378,30574,9755
104379,30574,13302
104734,30574,7826
104837,30574,13520
105549,30574,12929
105551,30574,18362
105552,30574,3267
105576,30574,12384
105687,30574,6073
105703,30574,9209
105744,30574,5051
105760,30574,11236
105920,30574,6292
105986,30574,9784
105992,30574,25169
106069,30574,27584
106085,30574,15784
106124,30574,3105
106134,30574,12371
106312,30574,2154
106393,30574,12750
106590,30574,38694
106835,30574,9985
106859,30574,2867
107017,30574,16187
107029,30574,17867
107172,30574,4558
107195,30574,2307
107291,30574,5384
107301,30574,3721
107664,30574,4973
107670,30574,3267
107773,30574,3423
107774,30574,5070
107776,30574,5108
107779,30574,9611
107789,30574,8077
107821,30574,7571
108077,30574,10266
108229,30574,11831
108385,30574,2166
108942,30574,2487
109367,30574,2415
109499,30574,6468
109515,30574,9998
109520,30574,14714
109901,30574,12339
110384,30574,7468
110386,30574,4179
110387,30574,13822
110391,30574,19527
110391,26138,2374
110391,14527,2363
110444,30574,7158
110494,30574,20265
110494,11305,3049
110494,31745,2935
110494,22973,2149
110694,30574,3064
110694,11305,2699
110763,30574,2616
110890,30574,6673
111126,30574,8656
111180,30574,7021
111218,30574,29171
111220,30574,10303
111222,30574,30046
111332,30574,3322
111450,30574,44730
111450,11305,4536
112200,30574,10599
112292,30574,5552
112322,30574,4362
112518,30574,4146
112520,30574,4194
112525,30574,19901
112675,30574,6615
112750,30574,75287
112750,11305,2713
112750,31617,2629
112750,11557,2596
112750,22973,2373
112751,30574,7131
112754,30574,2512
112755,30574,8468
112879,30574,4213
113091,30574,9199
113138,30574,3783
113310,30574,10734
113429,30574,11661
113435,30574,4485
113436,11305,18952
113436,30574,18656
113436,11557,5712
113436,33114,5509
113436,11743,2492
113436,32989,2188
113436,9882,2150
113441,30574,13857
113576,30574,5448
113946,30574,2973
114128,30574,5061
114129,30574,2076
114133,30574,4713
114141,30574,3375
114143,30574,3356
114152,30574,3555
114159,30574,17578
114162,30574,3069
114162,14527,2090
114166,30574,12452
114166,14527,2446
114166,26138,2027
114170,30574,2250
114187,30574,4356
114188,30574,2867
114203,30574,4519
114206,30574,3866
114308,30574,3270
114345,30574,13017
114683,30574,114848
114955,30574,17555
114955,11305,3697
115076,30574,3565
115130,30574,3653
115476,30574,4695
116012,30574,7391
116020,30574,4735
116053,30574,4424
116054,30574,7672
116114,30574,14586
116257,30574,8662
116296,30574,2858
116356,30574,2862
116445,30574,6544
116494,30574,4135
116563,30574,15547
117047,30574,4499
117251,30574,3024
117835,30574,10437
118389,30574,6204
118944,30574,27147
118944,13561,2854
119073,30574,3969
119073,11743,3437
119073,14487,3021
119073,20939,2145
119091,30574,10310
119239,30574,7406
119322,30574,276683
119322,11305,18539
119322,11557,7170
119322,33114,6248
119322,8717,5693
119322,11743,4096
119322,32989,2684
119324,11305,11166
119324,33114,3830
119324,11557,3249
119324,30574,3072
119324,11743,2534
119382,30574,4226
119760,30574,4390
119829,30574,14244
119838,30574,3961
120230,30574,28069
120231,30574,20411
120253,30574,35892
120461,30574,4029
120840,30574,2109
121127,30574,9401
121127,11305,3075
121410,30574,3603
121581,30574,4725
121648,30574,8816
121749,7457,2459
121809,30574,7144
121927,30574,3924
122125,30574,5230
122574,30574,9911
122649,30574,4658
122781,30574,3865
122967,30574,4641
123063,30574,12159
123106,30574,5441
123170,30574,3838
123543,30574,4692
123598,30574,5873
123632,30574,17841
123845,30574,2857
123933,30574,16464
124918,30574,4082
125190,30574,13930
125404,30574,10647
125423,30574,3898
125507,30574,29239
125540,30574,2924
125925,30574,3589
125926,30574,9496
125955,30574,7199
125956,30574,4390
125958,30574,3931
125959,30574,3622
126061,30574,12945
126151,30574,8534
126232,30574,9156
126381,30574,34902
126609,30574,15365
126807,30574,3192
127249,30574,3998
127451,30574,15769
127455,30574,12663
127455,11305,10265
127455,11557,3199
127459,30574,23486
127459,11305,2111
127515,30574,3090
127567,30574,2700
127584,30574,4748
127584,11305,2335
127586,30574,3524
127586,11305,2238
127712,30574,8731
127823,30574,4013
127970,30574,3544
128029,30574,14805
128029,11557,9147
128029,11743,6699
128029,14487,2717
128048,30574,5351
128092,30574,6238
128755,30574,2545
128759,30574,13052
128940,30574,3651
129117,30574,7285
129237,30574,2640
129510,30574,5784
129523,30574,4236
129603,30574,38991
129618,30574,4003
129619,30574,2709
129620,30574,7170
129645,30574,8121
129650,30574,4211
129798,30574,12684
129984,30574,5720
130119,30574,2240
130260,30574,2079
130580,30574,6245
130916,30574,2990
131123,30574,19632
131304,30574,12694
131359,20939,2878
132314,30574,10608
132314,8717,2095
132336,30574,4560
132688,30574,11032
133017,30574,6174
133241,30574,5315
133394,30574,3438
133430,30574,3314
133445,30574,9574
133486,30574,4385
133488,30574,5516
133518,30574,7482
133526,30574,7988
133664,30574,5955
133664,11305,3010
133729,30574,6034
133765,30574,10082
133767,30574,3843
133906,30574,16096
133954,30574,7324
134353,30574,3459
134958,30574,10499
135479,30574,161030
135479,8717,4812
135479,11743,4445
135479,11557,3450
135479,7457,2504
135479,26837,2276
136081,30574,12022
136116,30574,57521
136116,7457,3651
136251,11557,40884
136251,11305,37296
136251,33114,12937
136251,11743,10012
136251,14017,7194
136251,5207,6321
136251,22743,4965
136251,32989,4481
136251,11590,4022
136251,27199,4021
136251,18886,3414
